id,type,name,description,target,belongs_to,pc,median_tau_score,ts_pc,sum_tau,Kang_Berch_Combined_Signature,Progerin_Signature,Serum_6hr_Signature_probeSet_summed2genes_before_LmFit,Serum_72hr_Signature_probeSet_summed2genes_before_LmFit,Serum_144hr_Signature_probeSet_summed2genes_before_LmFit,Serum_1hr_Signature_probeSet_summed2genes_before_LmFit,Serum_24hr_Signature_probeSet_summed2genes_before_LmFit
BRD-A03323675,CP,ritonavir,"HIV protease inhibitor, cytochrome P450 inhibitor","CYP3A4, CYP1A2, CYP2B6, CYP2C19, CYP3A5, CYP3A7",,"0.00, 0.00",0,"1.03, 0.26",25.51,2.17,43.28,0,-3.12,-4.69,-12.13,0
BRD-K72541103,CP,JAK3-inhibitor-I,JAK inhibitor,JAK3,JAK inhibitor,"0.00, 0.00",-8.84,"0.73, 0.20",25.48,11.52,4.12,67.34,-8.84,-11.98,-12.16,-24.52
BRD-K08287586,CP,butylparaben,antimicrobial preservative,,,"1.43, 1.43",-4.18,"0.50, 0.10",25.3,-11.55,-4.18,48.23,22.7,0.63,-25.96,-4.57
BRD-A06726973,CP,dibutyrylcyclic-gmp,cGMP analog,,,"0.00, 0.00",-0.81,"0.98, 0.30",25.15,-0.81,41.75,10.7,-1.06,3.88,-26.29,-3.02
BRD-A93000692,CP,ciglitazone,"PPAR receptor agonist, insulin sensitizer","PPARG, INS",PPAR receptor agonist,"1.43, 0.00",23.09,"0.66, 0.22",25.13,43.16,24.39,23.09,-37.87,-54.86,50.9,-23.68
BRD-K39484304,CP,triptolide,RNA polymerase inhibitor,"CYP2C19, RELA",,"8.93, 7.14",-10.54,"1.88, 0.72",24.93,56.42,94.16,98.27,-10.54,-78.29,-61.17,-73.92
BRD-K97688263,CP,benzamil,epithelial sodium channel blocker,"PKD2L1, SCNN1A, SCNN1B, SCNN1G, ASIC1, SCNN1D, SLC8A1",,"0.00, 0.00",0.25,"1.43, 0.50",24.82,-16.62,34.47,-2.42,-26.99,1.21,34.92,0.25
BRD-K46211610,CP,tolazoline,adrenergic receptor antagonist,"ADRA2A, ADRA2B, ADRA2C, ADRA1A, HRH1, HRH2",,"0.00, 0.00",3.59,"0.48, 0.09",24.79,-7.06,11.41,-26.85,-6.98,3.59,41.98,8.7
BRD-K19554809,CP,MK-212,serotonin receptor agonist,"HTR2A, HTR2B, HTR2C",,"0.00, 0.00",22.3,"2.21, 0.98",24.78,-49.22,38.83,-57.66,-31.3,28.24,73.59,22.3
BRD-K43880410,CP,pregnenolone,"acetylcholine release enhancer, dopamine release enhancer, GABA receptor negative allosteric modulator, glutamate receptor modulator, progesterone receptor agonist, steroid hormone inhibitor of CYP17A1 and SULT2B1","CYP17A1, PGR, SULT2B1",,"0.00, 0.00",0,"1.89, 0.58",24.44,-17.8,48.36,-15.08,-70.12,70.2,8.88,0
BRD-K60060639,CP,methyllidocaine,"antiarrhythmic, phosphatidyl-inositol activator",,,"0.00, 0.00",2.96,"0.88, 0.19",24.35,5.39,20.76,3.07,-5.36,2.96,-1.73,-0.74
BRD-K60460488,CP,nelfinavir,"HIV protease inhibitor, proteasome inhibitor","CYP2C19, CYP3A5, CYP3A7",HIV protease inhibitor,"1.43, 1.43",0.6,"1.32, 0.41",24.03,8.08,-1.66,31.02,0.6,23.04,-5.21,-31.84
BRD-K40213712,CP,SAL-1,adenosine receptor antagonist,"ADORA2B, ADORA2A",,"1.59, 1.59",4.25,"0.72, 0.13",24.03,-17.48,-38.17,4.25,-60.76,65.81,57.85,12.53
BRD-K32755366,CP,reserpic-acid,norepinephrine transporter inhibitor,,,"0.00, 0.00",7.4,"0.93, 0.38",23.99,-34.94,27.82,13.03,1.33,7.4,31.13,-21.78
BRD-K50938786,CP,ropivacaine,"membrane integrity inhibitor, potassium channel antagonist, sodium channel blocker","SCN10A, SCN9A",,"0.00, 0.00",6.48,"1.15, 0.35",23.89,-12.46,16.54,10.8,6.48,-10.58,12.86,0.25
BRD-K13642330,CP,cosmosiin,cytochrome P450 inhibitor,,,"0.00, 0.00",2.73,"1.77, 0.51",23.76,2.73,77.39,13.2,34.18,-64.86,-37.47,-1.41
BRD-K56596464,CP,QX-314,sodium channel blocker,"MAPK14, TGFBR1",,"0.00, 0.00",14.49,"1.15, 0.30",23.66,-74.65,-38.16,-10.29,14.49,28.51,86.9,16.86
BRD-A14792000,CP,valsartan,angiotensin receptor antagonist,AGTR1,,"3.17, 3.17",-9.82,"1.47, 0.63",23.58,-41.73,-91.52,-59.42,-9.82,91.48,85.19,49.4
BRD-K39987650,CP,bisacodyl,stimulant laxative,,,"0.00, 0.00",0.07,"0.64, 0.26",23.57,85.16,0.88,2.14,0.07,-1.88,-51.72,-11.08
BRD-K03842655,CP,penitrem-a,potassium channel blocker,KCNMA1,,"0.00, 0.00",1.56,"0.89, 0.24",23.56,4.19,17.83,5.1,1.56,-4.34,0.28,-1.06
BRD-A66927094,CP,nemonapride,"dopamine receptor antagonist, serotonin receptor agonist","DRD2, DRD3, DRD4",,"0.00, 0.00",0,"0.98, 0.38",23.52,1.9,35.11,-2.47,-2.22,9.97,-18.77,0
BRD-A29082194,CP,gitoxigenin,ATPase inhibitor,ATP1A1,ATPase inhibitor,"0.00, 0.00",0.03,"0.82, 0.30",23.49,16.02,56.58,29.62,0.03,-0.49,-78.13,-0.14
BRD-K51967704,CP,BIIB021,HSP inhibitor,"AOX1, HSP90AA1",HSP inhibitor,"2.86, 0.00",4.58,"1.28, 0.52",23.47,4.58,21.96,72.13,39.86,-4.41,-36.02,-74.63
BRD-A62326914,CP,paroxetine,"cyclophilin inhibitor, norepinephrine reputake inhibitor, selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor, serotonin uptake inhibitor","SLC6A4, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR2A, SLC6A2",,"3.17, 3.17",0,"1.34, 0.36",23.42,61.59,6.12,0,-47.83,0,6.15,-2.61
BRD-K06926592,CP,tretinoin,"RAR agonist, RAR receptor binder, retinoid receptor agonist, ROR ligand","RARG, RORB, ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARRES1, RORC, RXRB, RXRG",Retinoid receptor agonist,"2.86, 1.43",2.99,"0.84, 0.17",23.32,2.99,7.62,-24.43,-4.99,20.08,23.11,-1.06
BRD-K66404838,CP,nalbuphine,"opioid receptor agonist, opioid receptor antagonist","OPRD1, OPRK1, OPRM1",,"1.59, 0.00",-2.96,"1.23, 0.38",23.32,10.27,60.01,-5.47,-2.96,-15.83,-24.85,2.15
BRD-A34817987,CP,itraconazole,"cell wall synthesis inhibitor, cytochrome P450 inhibitor, sterol demethylase inhibitor, VEGFR inhibitor","CYP3A5, CYP3A7, CYP51A1, KDR",,"0.00, 0.00",0.07,"0.97, 0.13",23.24,3.75,15.33,4.31,-0.18,-0.01,0.07,-0.03
BRD-K54704028,CP,BAY-36-7620,glutamate receptor antagonist,GRM1,,"1.43, 0.00",0.88,"1.14, 0.31",23.22,0.88,-10.98,5.67,1.59,0.56,29.63,-4.13
BRD-A10188456,CP,dexamethasone,"glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant","ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2",,"2.86, 2.86",5.31,"1.20, 0.67",23.17,-9.83,28.55,-23.36,5.31,8.26,9.36,4.88
BRD-K12357156,CP,AG-490,"epidermal growth factor receptor (EGFR) inhibitor, ErbB2 and JAK2 inhibitor, JAK inhibitor","JAK2, JAK3, EGFR, STAT3",,"0.00, 0.00",1.16,"1.31, 0.45",23.14,15.47,21.55,2.49,-16.05,1.16,-2.01,0.53
BRD-A61858259,CP,CAY-10415,insulin sensitizer,INS,PPAR receptor agonist,"6.35, 6.35",33.19,"0.77, 0.24",23.06,-73.1,-50.86,-76.04,33.19,59.25,77.4,53.22
BRD-A31312900,CP,montelukast,leukotriene receptor antagonist,"CYSLTR1, ALOX5, CYP2C8",,"0.00, 0.00",11.98,"1.17, 0.31",22.92,-26.2,21.76,12.43,11.98,-4.03,21.78,-14.8
BRD-A77291778,CP,cyclopentolate,acetylcholine receptor antagonist,CHRM1,,"0.00, 0.00",0.42,"0.55, 0.11",22.84,-5.98,-2.47,0.42,10.71,14.11,16.6,-10.55
BRD-K98157055,CP,SIB-1757,glutamate receptor antagonist,GRM5,,"0.00, 0.00",5.91,"1.11, 0.28",22.65,5.91,12.3,22.27,-1.16,23.37,-38.52,-1.52
BRD-A07780951,CP,orciprenaline,adrenergic receptor agonist,ADRB2,Beta-adrenergic receptor agonist,"1.59, 1.59",-0.39,"1.14, 0.48",22.63,-12.23,-35.12,-15.72,-0.39,49.42,22.45,14.22
BRD-A15070535,CP,bucladesine,"adenosine receptor agonist, cAMP stimulant, vasodilator",PRKACA,,"1.59, 1.59",13.36,"1.11, 0.24",22.61,-33.51,-34.18,-38.47,13.36,52.4,23.67,39.34
BRD-K10207760,CP,lasalocid,ionophore antibiotic,,,"0.00, 0.00",-4.19,"1.80, 0.35",22.61,-3,-15.7,45.85,74.62,-55.81,-4.19,-19.16
BRD-A70407468,CP,PSB-36,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA2B, ADORA3",,"1.59, 0.00",-5.25,"1.01, 0.23",22.52,25.69,19.24,39.78,-11.06,-5.25,-19.82,-26.06
BRD-K52080565,CP,rilmenidine,"adrenergic receptor agonist, imidazoline receptor agonist",NISCH,,"0.00, 0.00",0.7,"1.17, 0.38",22.41,36.96,17.13,0.7,1.3,-0.32,-15.05,-18.31
BRD-A69927616,CP,isradipine,"calcium channel blocker, L-type calcium channel blocker","CACNA1C, CACNA1D, CACNA2D1, CACNA1F, CACNA1H, CACNA1S, CACNA2D2, CACNB2",,"0.00, 0.00",-1.02,"1.82, 0.56",22.39,-1.02,45.08,23.27,1.08,-14.46,-3.95,-27.61
BRD-K10016611,CP,pyridine-2-aldoxime,acetylcholinesterase inhibitor,"ACHE, BCHE",,"1.59, 1.59",0,"1.45, 0.59",22.37,-20.66,-46.65,21.22,-11.16,44.6,35.02,0
BRD-A49358627,CP,ciprofibrate,"PPAR receptor agonist, lipase clearing factor inhibitor","PPARA, LPL",,"0.00, 0.00",-8.91,"1.09, 0.34",22.14,-19.9,35.68,35.04,-17.7,19.58,-21.65,-8.91
BRD-K43290182,CP,Ro-04-6790,"serotonin receptor antagonist, serotonin receptor inhibitor",HTR6,,"0.00, 0.00",13.71,"0.85, 0.27",22.14,-34.86,15.67,20.48,13.71,19.16,-7.72,-4.3
BRD-K80315159,CP,DPPE,histamine receptor antagonist,"ABCB1, HRH1",,"0.00, 0.00",0.38,"0.92, 0.18",21.97,-37.28,57.14,-23.27,0.35,0.38,16.58,8.07
BRD-K46056750,CP,AZD-7762,CHK inhibitor,"CHEK1, CHEK2",,"2.86, 0.00",0,"1.49, 0.57",21.91,-71.92,43.48,93.06,0,8.21,-27.24,-23.68
BRD-K85925969,CP,zalcitabine,"nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor",,Nucleoside reverse transcriptase inhibitor,"3.57, 1.79",-12.22,"0.81, 0.27",21.89,-35.11,-22.04,-25.25,-0.18,59.96,56.73,-12.22
BRD-A53952395,CP,prilocaine,anesthetic,SCN5A,,"3.17, 1.59",-6.5,"1.05, 0.44",21.85,-23.23,-60.71,-10.93,72.43,26.15,24.64,-6.5
BRD-A24381660,CP,zeranol,estrogen receptor agonist,,,"0.00, 0.00",1.76,"1.49, 0.59",21.74,1.76,27.56,31.93,-3.47,-5.76,5.25,-35.53
BRD-K31633810,CP,DAU-5884,acetylcholine receptor antagonist,"CHRM1, CHRM3",,"1.43, 1.43",-10.03,"1.02, 0.32",21.66,10.91,37.39,33.21,-12.39,-10.03,-23.23,-14.2
BRD-K30697463,CP,desoximetasone,glucocorticoid receptor agonist,"NR3C1, PLA2G1B",Glucocorticoid receptor agonist,"0.00, 0.00",-9.07,"1.52, 0.51",21.55,42.76,-11.16,-9.07,14.63,-13.02,9.38,-11.97
BRD-K50398167,CP,meclofenamic-acid,"cyclooxygenase inhibitor, prostanoid receptor antagonist","PTGS1, PTGS2, ALOX5, CNR1, KCNQ2, KCNQ3",,"0.00, 0.00",5.05,"0.53, 0.06",21.53,4.88,15.68,17.66,3.06,9.33,-34.13,5.05
BRD-K12120659,CP,GR-144053,integrin antagonist,"ITGB3, ITGA2B",,"0.00, 0.00",2.26,"1.01, 0.33",21.45,-36.8,17.78,-7.03,-1.94,2.64,44.54,2.26
BRD-K39462424,CP,dexchlorpheniramine,histamine receptor antagonist,,,"0.00, 0.00",0,"1.17, 0.39",21.41,-20.76,35.26,9.38,5.54,-8.01,0,0
BRD-K81729199,CP,AQ-RA741,acetylcholine receptor antagonist,,,"1.43, 0.00",0.63,"0.85, 0.20",21.14,-14.84,28,5.58,0,2.26,0.63,-0.49
BRD-A00267231,CP,hemado,adenosine receptor agonist,"ADORA3, ADORA1, ADORA2A, ADORA2B",,"1.43, 1.43",-1.09,"0.85, 0.32",21.12,23.98,55.77,16.64,-1.09,-8.93,-18.05,-47.2
BRD-K42142750,CP,retrorsine,"mutagenic, antimitotic, cytotoxic",,,"3.17, 0.00",2.22,"0.97, 0.31",21.04,-0.81,22.67,2.22,-1.09,11.12,-15.45,2.38
BRD-K39120595,CP,bithionol,autotaxin inhibitor,"ESR1, ESR2, MCL1",,"0.00, 0.00",17.59,"1.89, 0.60",21.01,61.3,24.73,17.59,43.81,-60.15,-52.48,-13.79
BRD-K56334280,CP,amonafide,"topoisomerase inhibitor, DNA intercalating drug","TOP2A, TOP2B",Topoisomerase inhibitor,"8.57, 2.86",4.37,"1.61, 0.44",20.98,95.21,4.37,85.62,89.31,-84.85,-94.2,-74.48
BRD-K64755930,CP,etazolate,"phosphodiesterase inhibitor, alpha secretase activator, GABA receptor modulator","GABRB3, PDE4A",,"1.59, 0.00",-1.59,"1.39, 0.44",20.91,-1.59,-31.83,66.76,-13.63,31.85,4.12,-34.77
BRD-K69837166,CP,trap-101,"nociceptin/orphanin FQ (NOP) receptor antagonist, opioid receptor antagonist",OPRL1,,"1.43, 1.43",0.95,"0.89, 0.22",20.78,-15.65,34.46,0.95,0,1.9,-5.36,4.48
BRD-K92758126,CP,gibberellic-acid,NFkB pathway modulator,AADACL2,,"1.43, 1.43",2.71,"0.84, 0.18",20.56,35.71,-35.94,11.44,-1.83,51.73,-43.26,2.71
BRD-A15931911,CP,bucladesine,"adenosine receptor agonist, cAMP stimulant, vasodilator",PRKACA,,"0.00, 0.00",-17.6,"1.49, 0.35",20.35,62.86,94.7,-17.6,-33.44,-47.72,-29.74,-8.71
BRD-K12184916,CP,NVP-BEZ235,"mTOR inhibitor, PI3K inhibitor, protein kinase inhibitor","MTOR, PIK3CA, PIK3CG, PIK3CD, ATR, PIK3CB","MTOR inhibitor, PI3K inhibitor","7.14, 7.14",-20.42,"2.02, 0.53",20.24,-28.61,30,98.8,-48.19,82.06,-20.42,-93.4
BRD-K83988098,CP,alvespimycin,"HSP inhibitor, HSP antagonist",HSP90AA1,HSP inhibitor,"2.86, 0.00",1.09,"1.89, 0.56",20.2,8.87,53.97,1.09,78.97,-21.02,-41.61,-60.07
BRD-K48932581,CP,cetraxate,"gastrin inhibitor, mucus protecting agent",GAST,,"0.00, 0.00",0.58,"1.48, 0.39",20.17,-33.64,31.99,-10.62,0,8.01,0.58,23.85
BRD-K37270826,CP,mifepristone,"glucocorticoid receptor antagonist, progesterone receptor antagonist, androgen receptor ligand, internal ribosomal entry site inhibitor","PGR, NR3C1, AR, CYP2B6, CYP2C8, CYP3A5, CYP3A7, NR1I2",,"0.00, 0.00",-1.59,"0.69, 0.16",20.01,27.66,-2.64,-4.96,5.46,-1.59,1.73,-5.65
BRD-K81528515,CP,nilotinib,"Bcr-Abl kinase inhibitor, Abl kinase inhibitor, discoidin domain containing receptor inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor","ABL1, KIT, BCR, CYP2B6, CYP2C8, DDR1, DDR2, PDGFRA",FLT3 inhibitor,"1.43, 0.00",1.06,"0.60, 0.17",20,7.46,35.14,6.26,-5.6,1.06,0.81,-25.13
BRD-K63150726,CP,JTE-907,cannabinoid receptor inverse agonist,CNR2,Cannabinoid receptor agonist,"1.43, 1.43",9.19,"1.17, 0.34",19.89,1.06,-15.48,51.25,9.19,22.26,9.2,-57.59
BRD-K70914287,CP,BIBX-1382,"EGFR inhibitor, tyrosine kinase inhibitor","EGFR, ERBB2",EGFR inhibitor,"0.00, 0.00",1.48,"1.45, 0.41",19.76,1.48,-21.59,77.64,27.65,-53.41,21.11,-33.12
BRD-K22031190,CP,diflunisal,"cyclooxygenase inhibitor, prostanoid receptor inhibitor","PTGS2, PTGS1",,"0.00, 0.00",-5.35,"1.05, 0.19",19.74,-13.61,68.44,11.05,1.22,-31.72,-10.29,-5.35
BRD-K09255212,CP,clioquinol,"chelating agent, antiamyloidogenic agent, beta amyloid antagonist, carbonic anhydrase inhibitor",OPRK1,,"3.17, 1.59",-7.42,"0.92, 0.15",19.74,1.94,-7.42,17.82,-21.76,70.04,-15.28,-25.6
BRD-K72166146,CP,dihydroergotamine,"serotonin receptor agonist, adrenergic receptor partial agonist, dopamine receptor agonist","HTR1D, HTR1B, ADRA2A, DRD2, HTR1E, HTR1F, HTR2B, HTR7",,"1.43, 0.00",7.67,"0.65, 0.16",19.71,-49.78,-25.34,29.83,7.67,28.36,30.49,-1.52
BRD-K82091397,CP,SB-239063,"p38 MAPK inhibitor, interleukin inhibitor, tumor necrosis factor production inhibitor","MAPK11, MAPK14, PTGS2, TNF",P38 MAPK inhibitor,"4.29, 4.29",0,"0.83, 0.35",19.67,0,-4.09,20.72,52.65,-23.12,46.46,-72.95
BRD-A21858158,CP,praziquantel,"membrane permeability enhancer, schistosomicide",,,"0.00, 0.00",2.47,"0.72, 0.16",19.66,21.36,33.77,26.79,-16.87,2.47,-47.19,-0.67
BRD-A71799696,CP,BH3I-1,BCL inhibitor,BCL2,,"0.00, 0.00",3.82,"1.03, 0.19",19.56,14.49,2.54,25.09,3.82,5.44,-22.39,-9.43
BRD-A68891053,CP,BW-B70C,lipoxygenase inhibitor,ALOX5,,"2.86, 2.86",-4.98,"1.11, 0.35",19.35,13.5,-26.94,70.05,-20.79,0,-11.49,-4.98
BRD-K55430733,CP,WAY-629,serotonin receptor agonist,HTR2C,,"1.59, 0.00",-2.01,"1.16, 0.34",19.19,-35.3,65.98,-6.39,0,17.05,-2.01,-20.14
BRD-A32949107,CP,MRS-1845,calcium channel blocker,ORAI1,,"4.29, 2.86",3.56,"1.08, 0.34",19.19,-38.8,3.56,-75.47,-4.16,38.91,56.19,38.96
BRD-A87479750,CP,tenidap,"cyclooxygenase inhibitor, lipoxygenase inhibitor, prostanoid receptor antagonist","ALOX5, KCNJ4, PTGS1",,"1.43, 0.00",4.12,"0.78, 0.24",19.07,-3.21,-34.57,30.66,20.59,10.36,-8.88,4.12
BRD-A14566392,CP,scopolamine,acetylcholine receptor antagonist,"CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI",,"1.43, 1.43",-2.07,"1.14, 0.47",18.81,-18.73,35.12,-6.33,-2.07,18.5,9.21,-16.89
BRD-K47717570,CP,NBQX,"glutamate receptor antagonist, kainate receptor antagonist","GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B",,"0.00, 0.00",5.48,"0.85, 0.19",18.73,-45.61,7.24,5.48,-0.56,34.49,-2.36,20.05
BRD-A84045418,CP,calpeptin,"calpain inhibitor, proteasome inhibitor, tyrosine phosphatase inhibitor",,,"11.43, 8.57",9.36,"1.36, 0.52",18.7,-3.21,20.24,98.59,-20.67,10.16,9.36,-95.77
BRD-A53077924,CP,tianeptine,"selective serotonin reuptake enhancer (SSRE), serotonin reuptake enhancer, serotonin uptake enhancer",SLC6A4,,"0.00, 0.00",-6.41,"1.05, 0.33",18.67,-17.71,26.93,32.38,-23.07,18.3,-11.75,-6.41
BRD-A13946108,CP,sulindac,"ABC transporter expression enhancer, cyclooxygenase inhibitor, NFkB pathway inhibitor","AKR1B1, PTGS1, PTGS2, MAPK3, PPARD, PTGDR2",,"3.17, 1.59",0,"1.27, 0.35",18.57,-1.76,26.84,-6.39,-41.71,23.93,0,17.66
BRD-K45446451,CP,JZL-184,monoacylglucerol lipase inhibitor,MGLL,,"0.00, 0.00",0.56,"1.31, 0.39",18.27,-19.08,7.08,-0.56,0.56,25.77,21.23,-16.73
BRD-K48168960,CP,propylthiouracil,thyroperoxidase inhibitor,"TPO, DIO1",,"3.17, 1.59",0,"1.72, 0.64",18.08,-18.22,-9.89,-38.75,16.62,0,49.44,18.88
BRD-K59197931,CP,naproxen,cyclooxygenase inhibitor,"PTGS2, PTGS1",,"1.43, 0.00",2.15,"2.05, 0.53",18.03,-3.03,-48.33,46.71,2.15,54.71,8.46,-42.64
BRD-K11663430,CP,pyroxamide,"HDAC inhibitor, cell cycle inhibitor",HDAC1,HDAC inhibitor,"4.29, 0.00",19.35,"1.53, 0.64",18,76.53,19.35,71.79,95.37,-98.24,-48.6,-98.2
BRD-K72676686,CP,fluvoxamine,"selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor, serotonin uptake inhibitor","SLC6A4, CYP2C19",,"0.00, 0.00",-0.92,"0.50, 0.10",17.99,50.14,12.04,12.89,-22.79,-14.3,-19.07,-0.92
BRD-A30205217,CP,ethotoin,anticonvulsant,SCN5A,,"0.00, 0.00",2.96,"1.16, 0.38",17.97,2.96,54.94,25.93,16.27,1.66,-48.88,-34.91
BRD-A13650332,CP,flucloxacillin,antibiotic of the penicillin class,,,"1.43, 0.00",-0.92,"1.03, 0.22",17.87,-34.42,44.96,-0.92,9.42,-1.11,1.52,-1.58
BRD-K43887077,CP,dopamine,dopamine receptor agonist,"DRD2, DRD1, DRD3, DRD4, DRD5, DBH, HTR1A, HTR7, SLC6A2, SLC6A3, SLC6A4",,"4.29, 4.29",1.06,"0.88, 0.34",17.77,40.55,-60.39,-32.97,1.06,1.52,71.35,-3.35
BRD-A01643550,CP,prednisolone,glucocorticoid receptor agonist,"NR3C1, NR3C2, SERPINA6",Glucocorticoid receptor agonist,"1.43, 0.00",-2.13,"0.86, 0.39",17.75,19.65,35.34,16.78,-2.13,-2.57,-46.99,-2.33
BRD-K02227374,CP,milnacipran,"serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reputake inhibitor, norepinephrine reuptake inhibitor, serotonin uptake inhibitor","SLC6A2, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B",,"1.79, 1.79",8.1,"1.49, 0.43",17.47,15.72,51.14,26.13,8.1,-25.99,-15.71,-41.92
BRD-K45068323,CP,W-13,calmodulin antagonist,"CALM1, MYLK, PDE1A",Calmodulin antagonist,"0.00, 0.00",-0.63,"0.83, 0.13",17.29,-0.63,14.19,27.66,-20.05,0,-3.07,-0.81
BRD-K46862739,CP,metyrapone,"cytochrome P450 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, mineralocorticoid receptor antagonist","CYP11B1, HSD11B1, NR3C2",,"1.59, 0.00",32.17,"0.67, 0.19",16.98,-69.27,-73.67,-29.54,32.17,38.44,69.18,49.67
BRD-A43331270,CP,niguldipine,"adrenergic receptor antagonist, calcium channel blocker, calcium channel antagonist, calcium channel inhibitor","ADRA1A, CACNA1C, ADRA1B, ADRA1D",,"0.00, 0.00",7.76,"2.22, 0.72",16.84,7.76,43.28,63.37,44.65,-48.25,-25.41,-68.56
BRD-K09471561,CP,levofloxacin,"topoisomerase inhibitor, DNA gyrase inhibitor",TOP2A,,"0.00, 0.00",21.11,"1.83, 0.38",16.75,-37.74,44.15,-40.94,-56.03,21.11,59.68,26.52
BRD-A02759312,CP,betaxolol,adrenergic receptor antagonist,"ADRB1, ADRB2",,"0.00, 0.00",0.58,"0.85, 0.17",16.62,-4.03,-7.77,19.76,8.12,0.74,-0.78,0.58
BRD-K80334323,CP,noretynodrel,progestogen steroid hormone,PGR,,"1.43, 0.00",0,"0.88, 0.20",16.26,17.96,81.23,4.77,-3.77,-51.13,-32.8,0
BRD-A19195498,CP,trimipramine,"adrenergic transmitter uptake inhibitor, dopamine receptor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor, serotonin uptake inhibitor, tricyclic antidepressant, tricyclic antidepressant (TCA)","SLC6A2, SLC6A4, SLC6A3, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR1D, HTR2A, HTR2C, HTR3A","Norepinephrine reuptake inhibitor, Tricyclic antidepressant","1.43, 0.00",1.34,"1.33, 0.50",16.26,1.34,-6.83,12.55,10.47,-0.85,4.47,-4.89
BRD-K46068882,CP,eugenitol,"androgen receptor (AR) inhibitor, free radical scavenger, monoamine oxidase inhibitor, quorum sensing signaling modulator","AR, MAOA",,"1.43, 0.00",2.29,"1.18, 0.30",16.2,-19.48,-94,69.11,2.29,27.14,54.73,-23.59
BRD-K06712146,CP,YM-90709,"IL5 inhibitor, interleukin receptor antagonist","CSF2RB, IL5RA",,"1.43, 1.43",1.2,"1.00, 0.31",16.07,-28.29,51.66,4.62,-21.3,1.2,-1.57,9.75
BRD-A43974499,CP,reboxetine,"adrenergic receptor antagonist, adrenergic transmitter uptake inhibitor, norepinephrine reputake inhibitor, norepinephrine transporter inhibitor",SLC6A2,,"0.00, 0.00",-7.91,"1.36, 0.47",15.96,-23.3,-20.39,-7.91,-19.61,20.78,66.39,0
BRD-A83431637,CP,resmethrin,cytochrome P450 inhibitor,,,"1.59, 1.59",-5.9,"0.97, 0.31",15.84,-5.9,32.29,-25.42,19.16,-21.45,-10.74,27.9
BRD-K14200658,CP,syrosingopine,vesicular monoamine transporter inhibitor,"SLC18A2, SLC18A1",,"0.00, 0.00",1.44,"0.92, 0.30",15.76,11.71,7.44,-3.38,1.52,-1.59,-1.38,1.44
BRD-U86922168,CP,QL-XII-47,"BMX inhibitor, Bruton's tyrosine kinase (BTK) inhibitor, bruton's tyrosine kinase inhibitor, cytoplasmic tyrosine protein kinase BMX inhibitor","BMX, BTK",,"5.71, 2.86",6.73,"2.59, 0.67",15.67,6.73,37.36,-90.09,63.91,77.6,-84.77,4.93
BRD-K08502430,CP,angiogenesis-inhibitor,angiogenesis inhibitor,EGFR,,"0.00, 0.00",-1.27,"1.67, 0.48",15.51,74.43,38.37,-99.05,-1.27,-1.97,-62.78,67.78
BRD-K36324071,CP,NF-449,purinergic receptor antagonist,P2RX1,,"2.86, 0.00",-19.48,"1.60, 0.48",15.49,-31.22,-28.87,-19.48,-60,49.23,78.5,27.33
BRD-K57222227,CP,indometacin,cyclooxygenase inhibitor,"PTGS1, PTGS2, PPARG, PTGDR2, GLO1, PLA2G2A, PPARA, PTGR2, SLC46A1",,"1.59, 0.00",1.93,"1.18, 0.33",15.48,-6.89,1.93,4.95,-0.03,3.53,12.38,-0.39
BRD-A95445494,CP,maackiain,"interleukin synthesis inhibitor, sodium/glucose cotransporter inhibitor",SLC5A2,,"0.00, 0.00",2.47,"1.69, 0.55",15.45,2.47,88.18,-13.46,12.32,4.44,-79.98,1.48
BRD-A82307304,CP,atorvastatin,"HMGCR inhibitor, dipeptidyl peptidase inhibitor, tumor necrosis factor expression inhibitor","HMGCR, DPP4, AHR, CYP3A5, FASLG",,"1.59, 0.00",0,"0.97, 0.35",15.35,-57.99,-80.28,-55.11,0,70.94,69.49,68.3
